1554,1549,1544,1539,1533,1527,1521,1515,1508,1501,1494,1486,1478,1470,1462,1453,1444,1435,1426,1416,1407,1397,1387,1376,1366,1355,1344,1333,1322,1311,1299,1287,1275,1263,1251,1239,1226,1213,1232,1287,1347,1414,1488,1564,1632,1682,1707,1703,1673,1622
1207,1220,1232,1245,1257,1269,1281,1293,1305,1316,1328,1339,1350,1360,1371,1381,1392,1402,1411,1421,1430,1440,1449,1457,1466,1474,1482,1490,1497,1504,1511,1518,1524,1530,1536,1542,1547,1552,1590,1650,1691,1708,1698,1660,1600,1526,1450,1379,1316,1259
1355,1344,1333,1322,1311,1299,1287,1275,1263,1251,1239,1226,1213,1232,1287,1347,1414,1488,1564,1632,1682,1707,1703,1673,1622,1554,1549,1544,1539,1533,1527,1521,1515,1508,1501,1494,1486,1478,1470,1462,1453,1444,1435,1426,1416,1407,1397,1387,1376,1366
1474,1482,1490,1497,1504,1511,1518,1524,1530,1536,1542,1547,1552,1590,1650,1691,1708,1698,1660,1600,1526,1450,1379,1316,1259,1207,1220,1232,1245,1257,1269,1281,1293,1305,1316,1328,1339,1350,1360,1371,1381,1392,1402,1411,1421,1430,1440,1449,1457,1466
